time,ax,
11:38:30,698.5,
11:39:00,699,
11:39:30,699.5,
11:40:00,700,
11:40:30,700.5,
11:41:00,701,
11:41:30,701.5,
11:42:00,702,
11:42:30,702.5,
11:43:00,703,
11:43:30,703.5,
11:44:00,704,
11:44:30,704.5,
11:45:00,705,
11:45:30,705.5,
11:46:00,706,
11:46:30,706.5,
11:47:00,707,
11:47:30,707.5,
11:48:00,708,
11:48:30,708.5,
11:49:00,709,
11:49:30,709.5,
11:50:00,710,
11:50:30,710.5,
11:51:00,711,
11:51:30,711.5,
11:52:00,712,
11:52:30,712.5,
11:53:00,713,
11:53:30,713.5,
11:54:00,714,
11:54:30,714.5,
11:55:00,715,
11:55:30,715.5,
11:56:00,716,
11:56:30,716.5,
11:57:00,717,
11:57:30,717.5,
11:58:00,718,
11:58:30,718.5,
11:59:00,719,
11:59:30,719.5,
12:00:00,720,
12:00:30,720.5,
12:01:00,721,
12:01:30,721.5,
12:02:00,722,
12:02:30,722.5,
12:03:00,723,
12:03:30,723.5,
12:04:00,724,
12:04:30,724.5,
12:05:00,725,
12:05:30,725.5,
12:06:00,726,
12:06:30,726.5,
12:07:00,727,
12:07:30,727.5,
12:08:00,728,
12:08:30,728.5,
12:09:00,729,
12:09:30,729.5,
12:10:00,730,
12:10:30,730.5,
12:11:00,731,
12:11:30,731.5,
12:12:00,732,
12:12:30,732.5,
12:13:00,733,
12:13:30,733.5,
12:14:00,734,
12:14:30,734.5,
12:15:00,735,
12:15:30,735.5,
12:16:00,736,
12:16:30,736.5,
12:17:00,737,
12:17:30,737.5,
12:18:00,738,
12:18:30,738.5,
12:19:00,739,
12:19:30,739.5,
12:20:00,740,
12:20:30,740.5,
12:21:00,741,
12:21:30,741.5,
12:22:00,742,
12:22:30,742.5,
12:23:00,743,
12:23:30,743.5,
12:24:00,744,
12:24:30,744.5,
12:25:00,745,
12:25:30,745.5,
12:26:00,746,
12:26:30,746.5,
12:27:00,747,
12:27:30,747.5,
12:28:00,748,
12:28:30,748.5,
12:29:00,749,
12:29:30,749.5,
12:30:00,750,
12:30:30,750.5,
12:31:00,751,
12:31:30,751.5,
12:32:00,752,
12:32:30,752.5,
12:33:00,753,
12:33:30,753.5,
12:34:00,754,
12:34:30,754.5,
12:35:00,755,
12:35:30,755.5,
12:36:00,756,
12:36:30,756.5,
12:37:00,757,
12:37:30,757.5,
12:38:00,758,
12:38:30,758.5,
12:39:00,759,
12:39:30,759.5,
12:40:00,760,
12:40:30,760.5,
12:41:00,761,
12:41:30,761.5,
12:42:00,762,
12:42:30,762.5,
12:43:00,763,
12:43:30,763.5,
12:44:00,764,
12:44:30,764.5,
12:45:00,765,
12:45:30,765.5,
12:46:00,766,
12:46:30,766.5,
12:47:00,767,
12:47:30,767.5,
12:48:00,768,
12:48:30,768.5,
12:49:00,769,
12:49:30,769.5,
12:50:00,770,
12:50:30,770.5,
12:51:00,771,
12:51:30,771.5,
12:52:00,772,
12:52:30,772.5,
12:53:00,773,
12:53:30,773.5,
12:54:00,774,
12:54:30,774.5,
12:55:00,775,
12:55:30,775.5,
12:56:00,776,
12:56:30,776.5,
12:57:00,777,
12:57:30,777.5,
12:58:00,778,
12:58:30,778.5,
12:59:00,779,
12:59:30,779.5,
13:00:00,780,
13:00:30,780.5,
13:01:00,781,
13:01:30,781.5,
13:02:00,782,
13:02:30,782.5,
13:03:00,783,
13:03:30,783.5,
13:04:00,784,
13:04:30,784.5,
13:05:00,785,
13:05:30,785.5,
13:06:00,786,
13:06:30,786.5,
13:07:00,787,
13:07:30,787.5,
13:08:00,788,
13:08:30,788.5,
13:09:00,789,
13:09:30,789.5,
13:10:00,790,
13:10:30,790.5,
13:11:00,791,
13:11:30,791.5,
13:12:00,792,
13:12:30,792.5,
13:13:00,793,
13:13:30,793.5,
13:14:00,794,
13:14:30,794.5,
13:15:00,795,
13:15:30,795.5,
13:16:00,796,
13:16:30,796.5,
13:17:00,797,
13:17:30,797.5,
13:18:00,798,
13:18:30,798.5,
13:19:00,799,
13:19:30,799.5,
13:20:00,800,
13:20:30,800.5,
13:21:00,801,
13:21:30,801.5,
13:22:00,802,
13:22:30,802.5,
13:23:00,803,
13:23:30,803.5,
13:24:00,804,
13:24:30,804.5,
13:25:00,805,
13:25:30,805.5,
13:26:00,806,
13:26:30,806.5,
13:27:00,807,
13:27:30,807.5,
13:28:00,808,
13:28:30,808.5,
13:29:00,809,
13:29:30,809.5,
13:30:00,810,
13:30:30,810.5,
13:31:00,811,
13:31:30,811.5,
13:32:00,812,
13:32:30,812.5,
13:33:00,813,
13:33:30,813.5,
13:34:00,814,
13:34:30,814.5,
13:35:00,815,
13:35:30,815.5,
13:36:00,816,
13:36:30,816.5,
13:37:00,817,
13:37:30,817.5,
13:38:00,818,
13:38:30,818.5,
13:39:00,819,
13:39:30,819.5,
13:40:00,820,
13:40:30,820.5,
13:41:00,821,
13:41:30,821.5,
13:42:00,822,
13:42:30,822.5,
13:43:00,823,
13:43:30,823.5,
13:44:00,824,
13:44:30,824.5,
13:45:00,825,
13:45:30,825.5,
13:46:00,826,
13:46:30,826.5,
13:47:00,827,
13:47:30,827.5,
13:48:00,828,
13:48:30,828.5,
13:49:00,829,
13:49:30,829.5,
13:50:00,830,
13:50:30,830.5,
13:51:00,831,
13:51:30,831.5,
13:52:00,832,
13:52:30,832.5,
13:53:00,833,
13:53:30,833.5,
13:54:00,834,
13:54:30,834.5,
13:55:00,835,
13:55:30,835.5,
13:56:00,836,
13:56:30,836.5,
13:57:00,837,
13:57:30,837.5,
13:58:00,838,
13:58:30,838.5,
13:59:00,839,
13:59:30,839.5,
14:00:00,840,
14:00:30,840.5,
14:01:00,841,
14:01:30,841.5,
14:02:00,842,
14:02:30,842.5,
14:03:00,843,
14:03:30,843.5,
14:04:00,844,
14:04:30,844.5,
14:05:00,845,
14:05:30,845.5,
14:06:00,846,
14:06:30,846.5,
14:07:00,847,
14:07:30,847.5,
14:08:00,848,
14:08:30,848.5,
14:09:00,849,
14:09:30,849.5,
14:10:00,850,
14:10:30,850.5,
14:11:00,851,
14:11:30,851.5,
14:12:00,852,
14:12:30,852.5,
14:13:00,853,
14:13:30,853.5,
14:14:00,854,
14:14:30,854.5,
14:15:00,855,
14:15:30,855.5,
14:16:00,856,
14:16:30,856.5,
14:17:00,857,
14:17:30,857.5,
14:18:00,858,
14:18:30,858.5,
14:19:00,859,
14:19:30,859.5,
14:20:00,860,
14:20:30,860.5,
14:21:00,861,
14:21:30,861.5,
14:22:00,862,
14:22:30,862.5,
14:23:00,863,
14:23:30,863.5,
14:24:00,864,
14:24:30,864.5,
14:25:00,865,
14:25:30,865.5,
14:26:00,866,
14:26:30,866.5,
14:27:00,867,
14:27:30,867.5,
14:28:00,868,
14:28:30,868.5,
14:29:00,869,
14:29:30,869.5,
14:30:00,870,
14:30:30,870.5,
14:31:00,871,
14:31:30,871.5,
14:32:00,872,
14:32:30,872.5,
14:33:00,873,
14:33:30,873.5,
14:34:00,874,
14:34:30,874.5,
14:35:00,875,
14:35:30,875.5,
14:36:00,876,
14:36:30,876.5,
14:37:00,877,
14:37:30,877.5,
14:38:00,878,
14:38:30,878.5,
14:39:00,879,
14:39:30,879.5,
14:40:00,880,
14:40:30,880.5,
14:41:00,881,
14:41:30,881.5,
14:42:00,882,
14:42:30,882.5,
14:43:00,883,
14:43:30,883.5,
14:44:00,884,
14:44:30,884.5,
14:45:00,885,
14:45:30,885.5,
14:46:00,886,
14:46:30,886.5,
14:47:00,887,
14:47:30,887.5,
14:48:00,888,
14:48:30,888.5,
14:49:00,889,
14:49:30,889.5,
14:50:00,890,
14:50:30,890.5,
14:51:00,891,
14:51:30,891.5,
14:52:00,892,
14:52:30,892.5,
14:53:00,893,
14:53:30,893.5,
14:54:00,894,
14:54:30,894.5,
14:55:00,895,
14:55:30,895.5,
14:56:00,896,
14:56:30,896.5,
14:57:00,897,
14:57:30,897.5,
14:58:00,898,
14:58:30,898.5,
14:59:00,899,
14:59:30,899.5,
15:00:00,900,
15:00:30,900.5,
15:01:00,901,
15:01:30,901.5,
15:02:00,902,
15:02:30,902.5,
15:03:00,903,
15:03:30,903.5,
15:04:00,904,
15:04:30,904.5,
15:05:00,905,
15:05:30,905.5,
15:06:00,906,
15:06:30,906.5,
15:07:00,907,
15:07:30,907.5,
15:08:00,908,
15:08:30,908.5,
15:09:00,909,
15:09:30,909.5,
15:10:00,910,
15:10:30,910.5,
15:11:00,911,
15:11:30,911.5,
15:12:00,912,
15:12:30,912.5,
15:13:00,913,
15:13:30,913.5,
15:14:00,914,
15:14:30,914.5,
15:15:00,915,
15:15:30,915.5,
15:16:00,916,
15:16:30,916.5,
15:17:00,917,
15:17:30,917.5,
15:18:00,918,
15:18:30,918.5,
15:19:00,919,
15:19:30,919.5,
15:20:00,920,
15:20:30,920.5,
15:21:00,921,
15:21:30,921.5,
15:22:00,922,
15:22:30,922.5,
15:23:00,923,
15:23:30,923.5,
15:24:00,924,
15:24:30,924.5,
15:25:00,925,
15:25:30,925.5,
15:26:00,926,
15:26:30,926.5,
15:27:00,927,
15:27:30,927.5,
15:28:00,928,
15:28:30,928.5,
15:29:00,929,
15:29:30,929.5,
15:30:00,930,
15:30:30,930.5,
15:31:00,931,
15:31:30,931.5,
15:32:00,932,
15:32:30,932.5,
15:33:00,933,
15:33:30,933.5,
15:34:00,934,
15:34:30,934.5,
15:35:00,935,
15:35:30,935.5,
15:36:00,936,
15:36:30,936.5,
15:37:00,937,
15:37:30,937.5,
15:38:00,938,
15:38:30,938.5,
15:39:00,939,
15:39:30,939.5,
15:40:00,940,
15:40:30,940.5,
15:41:00,941,
15:41:30,941.5,
15:42:00,942,
15:42:30,942.5,
15:43:00,943,
15:43:30,943.5,
15:44:00,944,
15:44:30,944.5,
15:45:00,945,
15:45:30,945.5,
15:46:00,946,
15:46:30,946.5,
15:47:00,947,
15:47:30,947.5,
15:48:00,948,
15:48:30,948.5,
15:49:00,949,
15:49:30,949.5,
15:50:00,950,
15:50:30,950.5,
15:51:00,951,
15:51:30,951.5,
15:52:00,952,
15:52:30,952.5,
15:53:00,953,
15:53:30,953.5,
15:54:00,954,
15:54:30,954.5,
15:55:00,955,
15:55:30,955.5,
15:56:00,956,
15:56:30,956.5,
15:57:00,957,
15:57:30,957.5,
15:58:00,958,
15:58:30,958.5,
15:59:00,959,
15:59:30,959.5,
16:00:00,960,
16:00:30,960.5,
16:01:00,961,
16:01:30,961.5,
16:02:00,962,
16:02:30,962.5,
16:03:00,963,
16:03:30,963.5,
16:04:00,964,
16:04:30,964.5,
16:05:00,965,
16:05:30,965.5,
16:06:00,966,
16:06:30,966.5,
16:07:00,967,
16:07:30,967.5,
16:08:00,968,
16:08:30,968.5,
16:09:00,969,
16:09:30,969.5,
16:10:00,970,
16:10:30,970.5,
16:11:00,971,
16:11:30,971.5,
16:12:00,972,
16:12:30,972.5,
16:13:00,973,
16:13:30,973.5,
16:14:00,974,
16:14:30,974.5,
16:15:00,975,
16:15:30,975.5,
16:16:00,976,
16:16:30,976.5,
16:17:00,977,
16:17:30,977.5,
16:18:00,978,
16:18:30,978.5,
16:19:00,979,
16:19:30,979.5,
16:20:00,980,
16:20:30,980.5,
16:21:00,981,
16:21:30,981.5,
16:22:00,982,
16:22:30,982.5,
16:23:00,983,
16:23:30,983.5,
16:24:00,984,
16:24:30,984.5,
16:25:00,985,
16:25:30,985.5,
16:26:00,986,
16:26:30,986.5,
16:27:00,987,
16:27:30,987.5,
16:28:00,988,
16:28:30,988.5,
16:29:00,989,
16:29:30,989.5,
16:30:00,990,
16:30:30,990.5,
16:31:00,991,
16:31:30,991.5,
16:32:00,992,
16:32:30,992.5,
16:33:00,993,
16:33:30,993.5,
16:34:00,994,
16:34:30,994.5,
16:35:00,995,
16:35:30,995.5,
16:36:00,996,
16:36:30,996.5,
16:37:00,997,
16:37:30,997.5,
16:38:00,998,
16:38:30,998.5,
16:39:00,999,
16:39:30,999.5,
16:40:00,1000,
16:40:30,1000.5,
16:41:00,1001,
16:41:30,1001.5,
16:42:00,1002,
16:42:30,1002.5,
16:43:00,1003,
16:43:30,1003.5,
16:44:00,1004,
16:44:30,1004.5,
16:45:00,1005,
16:45:30,1005.5,
16:46:00,1006,
16:46:30,1006.5,
16:47:00,1007,
16:47:30,1007.5,
16:48:00,1008,
16:48:30,1008.5,
16:49:00,1009,
16:49:30,1009.5,
16:50:00,1010,
16:50:30,1010.5,
16:51:00,1011,
16:51:30,1011.5,
16:52:00,1012,
16:52:30,1012.5,
16:53:00,1013,
16:53:30,1013.5,
16:54:00,1014,
16:54:30,1014.5,
16:55:00,1015,
16:55:30,1015.5,
16:56:00,1016,
16:56:30,1016.5,
16:57:00,1017,
16:57:30,1017.5,
16:58:00,1018,
16:58:30,1018.5,
16:59:00,1019,
16:59:30,1019.5,
17:00:00,1020,
17:00:30,1020.5,
17:01:00,1021,
17:01:30,1021.5,
17:02:00,1022,
17:02:30,1022.5,
17:03:00,1023,
17:03:30,1023.5,
17:04:00,1024,
17:04:30,1024.5,
17:05:00,1025,
17:05:30,1025.5,
17:06:00,1026,
17:06:30,1026.5,
17:07:00,1027,
17:07:30,1027.5,
17:08:00,1028,
17:08:30,1028.5,
17:09:00,1029,
17:09:30,1029.5,
17:10:00,1030,
17:10:30,1030.5,
17:11:00,1031,
17:11:30,1031.5,
17:12:00,1032,
17:12:30,1032.5,
17:13:00,1033,
17:13:30,1033.5,
17:14:00,1034,
17:14:30,1034.5,
17:15:00,1035,
17:15:30,1035.5,
17:16:00,1036,
17:16:30,1036.5,
17:17:00,1037,
17:17:30,1037.5,
17:18:00,1038,
17:18:30,1038.5,
17:19:00,1039,
17:19:30,1039.5,
17:20:00,1040,
17:20:30,1040.5,
17:21:00,1041,
17:21:30,1041.5,
17:22:00,1042,
17:22:30,1042.5,
17:23:00,1043,
17:23:30,1043.5,
17:24:00,1044,
17:24:30,1044.5,
17:25:00,1045,
17:25:30,1045.5,
17:26:00,1046,
17:26:30,1046.5,
17:27:00,1047,
17:27:30,1047.5,
17:28:00,1048,
17:28:30,1048.5,
17:29:00,1049,
17:29:30,1049.5,
17:30:00,1050,
17:30:30,1050.5,
17:31:00,1051,
17:31:30,1051.5,
17:32:00,1052,
17:32:30,1052.5,
17:33:00,1053,
17:33:30,1053.5,
17:34:00,1054,
17:34:30,1054.5,
17:35:00,1055,
17:35:30,1055.5,
17:36:00,1056,
17:36:30,1056.5,
17:37:00,1057,
17:37:30,1057.5,
17:38:00,1058,
17:38:30,1058.5,
17:39:00,1059,
17:39:30,1059.5,
17:40:00,1060,
17:40:30,1060.5,
17:41:00,1061,
17:41:30,1061.5,
17:42:00,1062,
17:42:30,1062.5,
17:43:00,1063,
17:43:30,1063.5,
17:44:00,1064,
17:44:30,1064.5,
17:45:00,1065,
17:45:30,1065.5,
17:46:00,1066,
17:46:30,1066.5,
17:47:00,1067,
17:47:30,1067.5,
17:48:00,1068,
17:48:30,1068.5,
17:49:00,1069,
17:49:30,1069.5,
17:50:00,1070,
17:50:30,1070.5,
17:51:00,1071,
17:51:30,1071.5,
17:52:00,1072,
17:52:30,1072.5,
17:53:00,1073,
17:53:30,1073.5,
17:54:00,1074,
17:54:30,1074.5,
17:55:00,1075,
17:55:30,1075.5,
17:56:00,1076,
17:56:30,1076.5,
17:57:00,1077,
17:57:30,1077.5,
17:58:00,1078,
17:58:30,1078.5,
17:59:00,1079,
17:59:30,1079.5,
18:00:00,1080,
18:00:30,1080.5,
18:01:00,1081,
18:01:30,1081.5,
18:02:00,1082,
18:02:30,1082.5,
18:03:00,1083,
18:03:30,1083.5,
18:04:00,1084,
18:04:30,1084.5,
18:05:00,1085,
18:05:30,1085.5,
18:06:00,1086,
18:06:30,1086.5,
18:07:00,1087,
18:07:30,1087.5,
18:08:00,1088,
18:08:30,1088.5,
18:09:00,1089,
18:09:30,1089.5,
18:10:00,1090,
18:10:30,1090.5,
18:11:00,1091,
18:11:30,1091.5,
18:12:00,1092,
18:12:30,1092.5,
18:13:00,1093,
18:13:30,1093.5,
18:14:00,1094,
18:14:30,1094.5,
18:15:00,1095,
18:15:30,1095.5,
18:16:00,1096,
18:16:30,1096.5,
18:17:00,1097,
18:17:30,1097.5,
18:18:00,1098,
18:18:30,1098.5,
18:19:00,1099,
18:19:30,1099.5,
18:20:00,1100,
18:20:30,1100.5,
18:21:00,1101,
18:21:30,1101.5,
18:22:00,1102,
18:22:30,1102.5,
18:23:00,1103,
18:23:30,1103.5,
18:24:00,1104,
18:24:30,1104.5,
18:25:00,1105,
18:25:30,1105.5,
18:26:00,1106,
18:26:30,1106.5,
18:27:00,1107,
18:27:30,1107.5,
18:28:00,1108,
18:28:30,1108.5,
18:29:00,1109,
18:29:30,1109.5,
18:30:00,1110,
18:30:30,1110.5,
18:31:00,1111,
18:31:30,1111.5,
18:32:00,1112,
18:32:30,1112.5,
18:33:00,1113,
18:33:30,1113.5,
18:34:00,1114,
18:34:30,1114.5,
18:35:00,1115,
18:35:30,1115.5,
18:36:00,1116,
18:36:30,1116.5,
18:37:00,1117,
18:37:30,1117.5,
18:38:00,1118,
18:38:30,1118.5,
18:39:00,1119,
18:39:30,1119.5,
18:40:00,1120,
18:40:30,1120.5,
18:41:00,1121,
18:41:30,1121.5,
18:42:00,1122,
18:42:30,1122.5,
18:43:00,1123,
18:43:30,1123.5,
18:44:00,1124,
18:44:30,1124.5,
18:45:00,1125,
18:45:30,1125.5,
18:46:00,1126,
18:46:30,1126.5,
18:47:00,1127,
18:47:30,1127.5,
18:48:00,1128,
18:48:30,1128.5,
18:49:00,1129,
18:49:30,1129.5,
18:50:00,1130,
18:50:30,1130.5,
18:51:00,1131,
18:51:30,1131.5,
18:52:00,1132,
18:52:30,1132.5,
18:53:00,1133,
18:53:30,1133.5,
18:54:00,1134,
18:54:30,1134.5,
18:55:00,1135,
18:55:30,1135.5,
18:56:00,1136,
18:56:30,1136.5,
18:57:00,1137,
18:57:30,1137.5,
18:58:00,1138,
18:58:30,1138.5,
18:59:00,1139,
18:59:30,1139.5,
19:00:00,1140,
19:00:30,1140.5,
19:01:00,1141,
19:01:30,1141.5,
19:02:00,1142,
19:02:30,1142.5,
19:03:00,1143,
19:03:30,1143.5,
19:04:00,1144,
19:04:30,1144.5,
19:05:00,1145,
19:05:30,1145.5,
19:06:00,1146,
19:06:30,1146.5,
19:07:00,1147,
19:07:30,1147.5,
19:08:00,1148,
19:08:30,1148.5,
19:09:00,1149,
19:09:30,1149.5,
19:10:00,1150,
19:10:30,1150.5,
19:11:00,1151,
19:11:30,1151.5,
19:12:00,1152,
19:12:30,1152.5,
19:13:00,1153,
19:13:30,1153.5,
19:14:00,1154,
19:14:30,1154.5,
19:15:00,1155,
19:15:30,1155.5,
19:16:00,1156,
19:16:30,1156.5,
19:17:00,1157,
19:17:30,1157.5,
19:18:00,1158,
19:18:30,1158.5,
19:19:00,1159,
19:19:30,1159.5,
19:20:00,1160,
19:20:30,1160.5,
19:21:00,1161,
19:21:30,1161.5,
19:22:00,1162,
19:22:30,1162.5,
19:23:00,1163,
19:23:30,1163.5,
19:24:00,1164,
19:24:30,1164.5,
19:25:00,1165,
19:25:30,1165.5,
19:26:00,1166,
19:26:30,1166.5,
19:27:00,1167,
19:27:30,1167.5,
19:28:00,1168,
19:28:30,1168.5,
19:29:00,1169,
19:29:30,1169.5,
19:30:00,1170,
19:30:30,1170.5,
19:31:00,1171,
19:31:30,1171.5,
19:32:00,1172,
19:32:30,1172.5,
19:33:00,1173,
19:33:30,1173.5,
19:34:00,1174,
19:34:30,1174.5,
19:35:00,1175,
19:35:30,1175.5,
19:36:00,1176,
19:36:30,1176.5,
19:37:00,1177,
19:37:30,1177.5,
19:38:00,1178,
19:38:30,1178.5,
19:39:00,1179,
19:39:30,1179.5,
19:40:00,1180,
19:40:30,1180.5,
19:41:00,1181,
19:41:30,1181.5,
19:42:00,1182,
19:42:30,1182.5,
19:43:00,1183,
19:43:30,1183.5,
19:44:00,1184,
19:44:30,1184.5,
19:45:00,1185,
19:45:30,1185.5,
19:46:00,1186,
19:46:30,1186.5,
19:47:00,1187,
19:47:30,1187.5,
19:48:00,1188,
19:48:30,1188.5,
19:49:00,1189,
19:49:30,1189.5,
19:50:00,1190,
19:50:30,1190.5,
19:51:00,1191,
19:51:30,1191.5,
19:52:00,1192,
19:52:30,1192.5,
19:53:00,1193,
19:53:30,1193.5,
19:54:00,1194,
19:54:30,1194.5,
19:55:00,1195,
19:55:30,1195.5,
19:56:00,1196,
19:56:30,1196.5,
19:57:00,1197,
19:57:30,1197.5,
19:58:00,1198,
19:58:30,1198.5,
19:59:00,1199,
19:59:30,1199.5,
20:00:00,1200,
20:00:30,1200.5,
20:01:00,1201,
20:01:30,1201.5,
20:02:00,1202,
20:02:30,1202.5,
20:03:00,1203,
20:03:30,1203.5,
20:04:00,1204,
20:04:30,1204.5,
20:05:00,1205,
20:05:30,1205.5,
20:06:00,1206,
20:06:30,1206.5,
20:07:00,1207,
20:07:30,1207.5,
20:08:00,1208,
20:08:30,1208.5,
20:09:00,1209,
20:09:30,1209.5,
20:10:00,1210,
20:10:30,1210.5,
20:11:00,1211,
20:11:30,1211.5,
20:12:00,1212,
20:12:30,1212.5,
20:13:00,1213,
20:13:30,1213.5,
20:14:00,1214,
20:14:30,1214.5,
20:15:00,1215,
20:15:30,1215.5,
20:16:00,1216,
20:16:30,1216.5,
20:17:00,1217,
20:17:30,1217.5,
20:18:00,1218,
20:18:30,1218.5,
20:19:00,1219,
20:19:30,1219.5,
20:20:00,1220,
20:20:30,1220.5,
20:21:00,1221,
20:21:30,1221.5,
20:22:00,1222,
20:22:30,1222.5,
20:23:00,1223,
20:23:30,1223.5,
20:24:00,1224,
20:24:30,1224.5,
20:25:00,1225,
20:25:30,1225.5,
20:26:00,1226,
20:26:30,1226.5,
20:27:00,1227,
20:27:30,1227.5,
20:28:00,1228,
20:28:30,1228.5,
20:29:00,1229,
20:29:30,1229.5,
20:30:00,1230,
20:30:30,1230.5,
20:31:00,1231,
20:31:30,1231.5,
20:32:00,1232,
20:32:30,1232.5,
20:33:00,1233,
20:33:30,1233.5,
20:34:00,1234,
20:34:30,1234.5,
20:35:00,1235,
20:35:30,1235.5,
20:36:00,1236,
20:36:30,1236.5,
20:37:00,1237,
20:37:30,1237.5,
20:38:00,1238,
20:38:30,1238.5,
20:39:00,1239,
20:39:30,1239.5,
20:40:00,1240,
20:40:30,1240.5,
20:41:00,1241,
20:41:30,1241.5,
20:42:00,1242,
20:42:30,1242.5,
20:43:00,1243,
20:43:30,1243.5,
20:44:00,1244,
20:44:30,1244.5,
20:45:00,1245,
20:45:30,1245.5,
20:46:00,1246,
20:46:30,1246.5,
20:47:00,1247,
20:47:30,1247.5,
20:48:00,1248,
20:48:30,1248.5,
20:49:00,1249,
20:49:30,1249.5,
20:50:00,1250,
20:50:30,1250.5,
20:51:00,1251,
20:51:30,1251.5,
20:52:00,1252,
20:52:30,1252.5,
20:53:00,1253,
20:53:30,1253.5,
20:54:00,1254,
20:54:30,1254.5,
20:55:00,1255,
20:55:30,1255.5,
20:56:00,1256,
20:56:30,1256.5,
20:57:00,1257,
20:57:30,1257.5,
20:58:00,1258,
20:58:30,1258.5,
20:59:00,1259,
20:59:30,1259.5,
21:00:00,1260,
21:00:30,1260.5,
21:01:00,1261,
21:01:30,1261.5,
21:02:00,1262,
21:02:30,1262.5,
21:03:00,1263,
21:03:30,1263.5,
21:04:00,1264,
21:04:30,1264.5,
21:05:00,1265,
21:05:30,1265.5,
21:06:00,1266,
21:06:30,1266.5,
21:07:00,1267,
21:07:30,1267.5,
21:08:00,1268,
21:08:30,1268.5,
21:09:00,1269,
21:09:30,1269.5,
21:10:00,1270,
21:10:30,1270.5,
21:11:00,1271,
21:11:30,1271.5,
21:12:00,1272,
21:12:30,1272.5,
21:13:00,1273,
21:13:30,1273.5,
21:14:00,1274,
21:14:30,1274.5,
21:15:00,1275,
21:15:30,1275.5,
21:16:00,1276,
21:16:30,1276.5,
21:17:00,1277,
21:17:30,1277.5,
21:18:00,1278,
21:18:30,1278.5,
21:19:00,1279,
21:19:30,1279.5,
21:20:00,1280,
21:20:30,1280.5,
21:21:00,1281,
21:21:30,1281.5,
21:22:00,1282,
21:22:30,1282.5,
21:23:00,1283,
21:23:30,1283.5,
21:24:00,1284,
21:24:30,1284.5,
21:25:00,1285,
21:25:30,1285.5,
21:26:00,1286,
21:26:30,1286.5,
21:27:00,1287,
21:27:30,1287.5,
21:28:00,1288,
21:28:30,1288.5,
21:29:00,1289,
21:29:30,1289.5,
21:30:00,1290,
21:30:30,1290.5,
21:31:00,1291,
21:31:30,1291.5,
21:32:00,1292,
21:32:30,1292.5,
21:33:00,1293,
21:33:30,1293.5,
21:34:00,1294,
21:34:30,1294.5,
21:35:00,1295,
21:35:30,1295.5,
21:36:00,1296,
21:36:30,1296.5,
21:37:00,1297,
21:37:30,1297.5,
21:38:00,1298,
21:38:30,1298.5,
21:39:00,1299,
21:39:30,1299.5,
21:40:00,1300,
21:40:30,1300.5,
21:41:00,1301,
21:41:30,1301.5,
21:42:00,1302,
21:42:30,1302.5,
21:43:00,1303,
21:43:30,1303.5,
21:44:00,1304,
21:44:30,1304.5,
21:45:00,1305,
21:45:30,1305.5,
21:46:00,1306,
21:46:30,1306.5,
21:47:00,1307,
21:47:30,1307.5,
21:48:00,1308,
21:48:30,1308.5,
21:49:00,1309,
21:49:30,1309.5,
21:50:00,1310,
21:50:30,1310.5,
21:51:00,1311,
21:51:30,1311.5,
21:52:00,1312,
21:52:30,1312.5,
21:53:00,1313,
21:53:30,1313.5,
21:54:00,1314,
21:54:30,1314.5,
21:55:00,1315,
21:55:30,1315.5,
21:56:00,1316,
21:56:30,1316.5,
21:57:00,1317,
21:57:30,1317.5,
21:58:00,1318,
21:58:30,1318.5,
21:59:00,1319,
21:59:30,1319.5,
22:00:00,1320,
22:00:30,1320.5,
22:01:00,1321,
22:01:30,1321.5,
22:02:00,1322,
22:02:30,1322.5,
22:03:00,1323,
22:03:30,1323.5,
22:04:00,1324,
22:04:30,1324.5,
22:05:00,1325,
22:05:30,1325.5,
22:06:00,1326,
22:06:30,1326.5,
22:07:00,1327,
22:07:30,1327.5,
22:08:00,1328,
22:08:30,1328.5,
22:09:00,1329,
22:09:30,1329.5,
22:10:00,1330,
22:10:30,1330.5,
22:11:00,1331,
22:11:30,1331.5,
22:12:00,1332,
22:12:30,1332.5,
22:13:00,1333,
22:13:30,1333.5,
22:14:00,1334,
22:14:30,1334.5,
22:15:00,1335,
22:15:30,1335.5,
22:16:00,1336,
22:16:30,1336.5,
22:17:00,1337,
22:17:30,1337.5,
22:18:00,1338,
22:18:30,1338.5,
22:19:00,1339,
22:19:30,1339.5,
22:20:00,1340,
22:20:30,1340.5,
22:21:00,1341,
22:21:30,1341.5,
22:22:00,1342,
22:22:30,1342.5,
22:23:00,1343,
22:23:30,1343.5,
22:24:00,1344,
22:24:30,1344.5,
22:25:00,1345,
22:25:30,1345.5,
22:26:00,1346,
22:26:30,1346.5,
22:27:00,1347,
22:27:30,1347.5,
22:28:00,1348,
22:28:30,1348.5,
22:29:00,1349,
22:29:30,1349.5,
22:30:00,1350,
22:30:30,1350.5,
22:31:00,1351,
22:31:30,1351.5,
22:32:00,1352,
22:32:30,1352.5,
22:33:00,1353,
22:33:30,1353.5,
22:34:00,1354,
22:34:30,1354.5,
22:35:00,1355,
22:35:30,1355.5,
22:36:00,1356,
22:36:30,1356.5,
22:37:00,1357,
22:37:30,1357.5,
22:38:00,1358,
22:38:30,1358.5,
22:39:00,1359,
22:39:30,1359.5,
22:40:00,1360,
22:40:30,1360.5,
22:41:00,1361,
